participant_id
11809
11707
11701
11452
11438
11431
11305
11086
10862
10429
10409
10385
10373
10030
9590
9317
9032
8826
7649
7343
7283
6599
6532
6204
5981
5275
11594
11470
11019
10858
10340
9587
9457
9421
9276
9273
9219
9188
9026
9007
8923
8920
8763
8386
7377
6969
6737
6352
6333
5908
11015
10822
10806
10781
10772
10762
10756
10752
10617
10453
10408
9767
9658
9639
9471
9256
9251
9184
9164
9042
9041
8916
8725
8484
8385
8229
7938
7753
7696
7652
7527
7461
7363
7362
7259
7186
7151
7130
7098
6902
6899
6884
6702
6616
6595 
6478
6476
6383
5841
5587
5335
5268
11531
10905
10855
10534
10420
10340
10171
10128
9990
9754
9750
9647
9630
9513
8983
8950
8925 
8851
8736
8682
8677
8606
8595
8437
8421
8302
8136
7879
7872
7787
7467
7462
7283
7236
7157
7149
6970
6939
6895
6848
6830
6728
6708
6679
6507
6490
6425
6401
6396
5966
5642
5613
5538
5493
5480
5451
5163
5020
4969
4834
